links,terms,snippets,question 1,response 1,response confidence 1,question 2,response 2,response confidence 2,res
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRldS1qYWdtZWV0LXNpbmdoLXdvcmtpbmctdG9nZXRoZXItMS42MzkyNzU20gEA?oc=5,Justin Trudeau,"MPs for a vote late Monday night, according to multiple sources who spoke to CBC News on condition they not be named due to the sensitive nature of the discussions. More details are expected to be unveiled when the two leaders hold separate news conferences this morning. Prime Minister Justin Trudeau will speak at 9 a.m. ET and NDP Leader Jagmeet Singh is set to speak at 10:30 a.m. ET. CBC News will carry both press conferences live on cbc.ca and CBC News Network. The agreement would see the NDP back the Liberals in confidence votes, including the next four","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRldS1qYWdtZWV0LXNpbmdoLXdvcmtpbmctdG9nZXRoZXItMS42MzkyNzU20gEA?oc=5,Jagmeet Singh,"who spoke to CBC News on condition they not be named due to the sensitive nature of the discussions. More details are expected to be unveiled when the two leaders hold separate news conferences this morning. Prime Minister Justin Trudeau will speak at 9 a.m. ET and NDP Leader Jagmeet Singh is set to speak at 10:30 a.m. ET. CBC News will carry both press conferences live on cbc.ca and CBC News Network. The agreement would see the NDP back the Liberals in confidence votes, including the next four budgets. In return, the Liberals will follow through on some elements","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NhbmFkYS1ydXNzaWEtc2FuY3Rpb25zLTEuNjUzODk1MdIBAA?oc=5,Justin Trudeau,"even commandeered a wheelbarrow before a Russian soldier stopped them and threatened them. ""'If you touch them, you'll be next,' he told us,"" said Yulia, who asked that only her first name be used. The horrors of Bucha and atrocities in places like nearby Irpine - where Prime Minister Justin Trudeau visited during his trip to Ukraine last spring - are well-known and well-documented, said Michalchyshyn. ""It's always good to see that Canada is doing more sanctions, but it's concerning and Canada isn't keeping up with our allies,"" he said, noting that intelligence sharing does take place among allies and","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9lZG1vbnRvbi9zb2xkaWVycy1kZXBhcnQtdWtyYWluZS1odW1hbml0YXJpYW4tMS42NDIxMzIw0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY0MjEzMjA?oc=5,Justin Trudeau,"so we're not rolling in blind but it'll definitely be a pretty quick start to business once we get on the ground."" On Thursday, Deputy Prime Minister Chrystia Freeland said in Calgary it's appropriate to declare Russia's occupation a genocide - as U.S. President Joe Biden and Prime Minister Justin Trudeau have said - since thousands of Ukrainians have been killed and brutalized. Freeland pointed to a ""chilling document"" on a Russian website published 10 days ago ""that effectively laid out a plan for genocide in Ukraine, that called for the suffering, the punishment of people who chose, in the","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,98.5% 1.5% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9zYXNrYXRjaGV3YW4vd2VzdGVybi1wcmVtaWVycy1tZWV0aW5ncy0xLjY0NjgxMzbSAQA?oc=5,Justin Trudeau,"pressures of the pandemic and subsequent increases in surgical and diagnostic wait times have increased the urgency for Ottawa to pay a higher share of health costs. ""This is not your regularly scheduled programming. This has been building over decades,"" Horgan said. He mentioned previous comments by Prime Minister Justin Trudeau on a willingness to discuss the funding agreement. Following the premiers' meetings in 2021, Trudeau said , ""we will be there to increase those transfers. But that conversation needs to happen once we are through this pandemic."" Horgan said even though the pandemic continues, ""it's time now to have","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2phc29uLWtlbm5leS10cnVkZWF1LWNvbnNlcnZhdGl2ZS0xLjY0NTk5NTDSAQA?oc=5,Pierre Poilievre,"surprising that O'Toole's malleability on the issue was not appreciated by Conservative supporters. The resistance begets a louder resistance? But in O'Toole's wake - and maybe now in Kenney's wake - Conservatives don't seem to be in a mood to be any less resistant to any number of things. Pierre Poilievre, the presumptive frontrunner in the federal Conservative leadership race, has vowed to repeal the carbon tax and has attacked former Quebec premier Jean Charest and former Ontario Progressive Conservative leader Patrick Brown for supporting carbon pricing policies. If Poilievre has a plan of his own to reduce emissions, he","Does this news show Pierre Poilievre in a positive, negative or neutral way?",negative neutral positive,84.5% 15.5% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral negative positive,91.1% 8.9% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2phc29uLWtlbm5leS10cnVkZWF1LWNvbnNlcnZhdGl2ZS0xLjY0NTk5NTDSAQA?oc=5,Pierre Poilievre,"he would scrap the Liberal government's consumer carbon tax (while leaving in place the price that applies to industrial emissions). Scott Aitchison said Conservatives will "" never support a carbon tax ."" Poilievre - who appeared on a Maclean's cover of in March with the caption "" Why is Pierre Poilievre so angry? "" - also supported the convoy and opposes vaccine mandates. He has said he wants to fire the governor of the Bank of Canada. After brushing up against a conspiracy theory about the "" Great Reset "" in 2020, Poilievre now says he would ban his ministers","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,85.5% 14.5% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2phc29uLWtlbm5leS10cnVkZWF1LWNvbnNlcnZhdGl2ZS0xLjY0NTk5NTDSAQA?oc=5,Justin Trudeau,"his intention to step down as Manitoba premier in August 2021. Jason Kenney announced he would be stepping aside as Alberta premier on Wednesday after discovering that only 51.4 per cent of his party's members supported his leadership. Meanwhile, a carbon tax is in place in all 10 provinces, Justin Trudeau is still prime minister and one of the two remaining members of the resistance - Ontario Premier Doug Ford - is now fond of pointing out how famously he gets along with Trudeau's second-in-command, Finance Minister Chrystia Freeland. The demise of the resistance tells us a lot about the","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2phc29uLWtlbm5leS10cnVkZWF1LWNvbnNlcnZhdGl2ZS0xLjY0NTk5NTDSAQA?oc=5,Justin Trudeau,"self-styled ""freedom convoy"" that rolled into Ottawa in February. But O'Toole might have been better positioned to survive a leadership challenge if he hadn't tried to surprise his party by reversing its position on carbon pricing. After seeking the party leadership as a ""true blue Conservative"" who would repeal ""Justin Trudeau's carbon tax"" - like a latter-day member of the resistance - O'Toole decided the party would champion a more complicated scheme to price carbon. Had O'Toole won a majority government, Conservatives probably would have gritted their teeth and learned to live with carbon pricing as the cost of power.","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,91.7% 8.3% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BoeXNpY2FsLXB1bmlzaG1lbnQtY2hpbGRyZW4tc2VjdGlvbi00My0xLjY2Nzg3MTHSAQA?oc=5,Justin Trudeau,"separate fighting children. Have people tried to reform or repeal the law? There have been many attempts to repeal or change the law over the years. The most recent was a Senate bill in 2015 which would have repealed section 43. That same year, the government of Prime Minister Justin Trudeau committed to implementing the 94 calls to action in the Truth and Reconciliation Commission of Canada's final report - one of which demands the repeal of section 43. Other attempts have been made over the years through private members bills introduced in the House of Commons or Senate. The","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,74.6% 25.4% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtbm8tY29uZmlkZW5jZS1ydXNzaWEtZ3JhaW4tZGVhbC0xLjY1Mjg4MTHSAQA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau says he's not convinced that Russia will hold up its end of a deal to reopen Ukrainian Black Sea ports to grain exports. Russia and Ukraine signed separate agreements Friday with Turkey and the United Nations clearing the way to export millions of tonnes of desperately needed Ukrainian grain, as well as Russian grain and fertilizer - ending a wartime standoff that had threatened food security around the globe. When asked Friday if he trusted Russia to uphold its end of the deal, Trudeau said he had next to no faith in Moscow. ""Canada's confidence in","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,88.5% 11.5% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,64.0% 36.0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tb250cmVhbC9tb250cmVhbGVycy1tb3Vybi1oYWJzLWxlZ2VuZC1ndXktbGFmbGV1ci0xLjY0MjcyODfSAQA?oc=5,Justin Trudeau,"of our legends. He left a mark on an entire generation of Quebecers. He made us dream. He made us win."" At a news conference Friday afternoon, Legault announced the Quebec government is in talks with Lafleur's family to organize a national funeral for the Habs great. Prime Minister Justin Trudeau, another noted Canadiens fan, said Lafleur was ""unlike anyone else on the ice."" ""His speed, skill, and scoring were hard to believe,"" Trudeau posted on Twitter. ""A record-setter and a five-time Stanley Cup champion, he inspired countless Quebecers, Canadians, and hockey fans around the world. We'll miss you, Number","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,87.8% 12.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9zYXNrYXRjaGV3YW4vY291bnRyeS1jb3JuZXItZG9udXRzLXZhbmRhbGlzbS0xLjY0MDM0MjDSAQA?oc=5,Justin Trudeau,"on Thursday afternoon. ""I hoped it would never happen again, but it [happened] again,"" said Pham. Nearby businesses and competitors took to social media encouraging people to buy from Country Corner the last time it was vandalized. The shop sold out of its doughnut supply that day. Prime Minister Justin Trudeau also showed his support by paying Pham a virtual visit last month. ""That's something you have to forever remember,"" Pham said of the visit. He said people expressed shock and anger again this week after seeing the damage. He purposely left the writing on the door and rocks on","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,85.7% 14.3% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2xlb25hLWFsbGVzbGV2LWNhbXBhaWduLWFubm91bmNlbWVudC0xLjY0MDk1NDPSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjQwOTU0Mw?oc=5,Pierre Poilievre,"that she has reached the $300,000 fundraising target. Lewis placed third in the 2020 Conservative leadership contest thanks to strong support from the party's social conservative wing. That fee is required in instalments and is tied to access to party membership lists. No other candidates - including perceived front-runners Pierre Poilievre and Jean Charest - have said publicly they've collected the full fee required to enter the race. Patrick Brown, another high-profile contender, has yet to pay the initial $50,000 fee required to be listed as a candidate on the Conservative Party's website . The field of candidates will be","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
